gel2_I_2_5mm3	gel2_I_2_5mm3	gel2_I_2_5mm3	
Force	Distance	Time	
g	mm	sec	

2.45084	1.224	122.41	
2.62965	1.224	122.415	
2.70749	1.224	122.42	
2.51605	1.224	122.425	
2.41297	1.224	122.43	
2.55813	1.224	122.435	
2.63596	1.224	122.44	
2.48239	1.224	122.445	
2.41087	1.224	122.45	
2.56654	1.224	122.455	
2.62755	1.224	122.46	
2.46767	1.224	122.465	
2.373	1.224	122.47	
2.49922	1.224	122.475	
2.6023	1.224	122.48	
2.49922	1.224	122.485	
2.45294	1.224	122.49	
2.59599	1.224	122.495	
2.68856	1.224	122.5	
2.51605	1.225	122.505	
2.43821	1.225	122.51	
2.5455	1.225	122.515	
2.61913	1.225	122.52	
2.45504	1.225	122.525	
2.37089	1.225	122.53	
2.52236	1.225	122.535	
2.62755	1.225	122.54	
2.50764	1.225	122.545	
2.42559	1.225	122.55	
2.54761	1.225	122.555	
2.61282	1.225	122.56	
2.46556	1.225	122.565	
2.40035	1.225	122.57	
2.5455	1.225	122.575	
2.63176	1.225	122.58	
2.53709	1.225	122.585	
2.50553	1.225	122.59	
2.64859	1.225	122.595	
2.7138	1.225	122.6	
2.56023	1.226	122.605	
2.46135	1.226	122.61	
2.60651	1.226	122.615	
2.64438	1.226	122.62	
2.46556	1.226	122.625	
2.39614	1.226	122.63	
2.56654	1.226	122.635	
2.66331	1.226	122.64	
2.50974	1.226	122.645	
2.4277	1.226	122.65	
2.54971	1.226	122.655	
2.6002	1.226	122.66	
2.45925	1.226	122.665	
2.42559	1.226	122.67	
2.61072	1.226	122.675	
2.69908	1.226	122.68	
2.58547	1.226	122.685	
2.49291	1.226	122.69	
2.58337	1.226	122.695	
2.58547	1.226	122.7	
2.4277	1.227	122.705	
2.373	1.227	122.71	
2.55602	1.227	122.715	
2.65069	1.227	122.72	
2.50133	1.227	122.725	
2.44242	1.227	122.73	
2.58337	1.227	122.735	
2.64859	1.227	122.74	
2.46556	1.227	122.745	
2.40455	1.227	122.75	
2.53709	1.227	122.755	
2.61703	1.227	122.76	
2.49712	1.227	122.765	
2.45925	1.227	122.77	
2.60651	1.227	122.775	
2.67173	1.227	122.78	
2.53288	1.227	122.785	
2.43401	1.227	122.79	
2.53919	1.227	122.795	
2.57075	1.227	122.8	
2.44032	1.228	122.805	
2.4277	1.228	122.81	
2.62334	1.228	122.815	
2.69908	1.228	122.82	
2.52236	1.228	122.825	
2.44663	1.228	122.83	
2.58337	1.228	122.835	
2.60862	1.228	122.84	
2.44453	1.228	122.845	
2.40035	1.228	122.85	
2.58127	1.228	122.855	
2.69276	1.228	122.86	
2.57285	1.228	122.865	
2.50343	1.228	122.87	
2.61493	1.228	122.875	
2.59179	1.228	122.88	
2.37721	1.228	122.885	
2.29095	1.228	122.89	
2.4866	1.228	122.895	
2.6549	1.228	122.9	
2.58337	1.229	122.905	
2.56444	1.229	122.91	
2.72853	1.229	122.915	
2.73905	1.229	122.92	
2.47187	1.229	122.925	
2.31409	1.229	122.93	
2.46135	1.229	122.935	
2.58127	1.229	122.94	
2.49081	1.229	122.945	
2.43401	1.229	122.95	
2.62124	1.229	122.955	
2.73694	1.229	122.96	
2.55813	1.229	122.965	
2.44242	1.229	122.97	
2.5455	1.229	122.975	
2.61493	1.229	122.98	
2.48029	1.229	122.985	
2.43401	1.229	122.99	
2.6002	1.229	122.995	
2.69487	1.229	123	
2.55181	1.23	123.005	
2.45715	1.23	123.01	
2.59179	1.23	123.015	
2.63807	1.23	123.02	
2.41928	1.23	123.025	
2.31409	1.23	123.03	
2.51395	1.23	123.035	
2.66542	1.23	123.04	
2.52447	1.23	123.045	
2.43611	1.23	123.05	
2.58127	1.23	123.055	
2.65279	1.23	123.06	
2.46556	1.23	123.065	
2.36669	1.23	123.07	
2.53709	1.23	123.075	
2.66542	1.23	123.08	
2.52447	1.23	123.085	
2.44663	1.23	123.09	
2.57496	1.23	123.095	
2.67804	1.23	123.1	
2.54761	1.231	123.105	
2.43821	1.231	123.11	
2.6023	1.231	123.115	
2.66752	1.231	123.12	
2.48239	1.231	123.125	
2.39404	1.231	123.13	
2.55602	1.231	123.135	
2.64227	1.231	123.14	
2.52447	1.231	123.145	
2.44663	1.231	123.15	
2.61493	1.231	123.155	
2.69066	1.231	123.16	
2.51605	1.231	123.165	
2.40245	1.231	123.17	
2.5413	1.231	123.175	
2.60441	1.231	123.18	
2.48029	1.231	123.185	
2.38772	1.231	123.19	
2.56233	1.231	123.195	
2.67804	1.231	123.2	
2.57075	1.232	123.205	
2.50974	1.232	123.21	
2.657	1.232	123.215	
2.69066	1.232	123.22	
2.47398	1.232	123.225	
2.37721	1.232	123.23	
2.53709	1.232	123.235	
2.66331	1.232	123.24	
2.52657	1.232	123.245	
2.44453	1.232	123.25	
2.63176	1.232	123.255	
2.70328	1.232	123.26	
2.51395	1.232	123.265	
2.42559	1.232	123.27	
2.55181	1.232	123.275	
2.65279	1.232	123.28	
2.54761	1.232	123.285	
2.47398	1.232	123.29	
2.63807	1.232	123.295	
2.72853	1.232	123.3	
2.56023	1.233	123.305	
2.41087	1.233	123.31	
2.52657	1.233	123.315	
2.59389	1.233	123.32	
2.45925	1.233	123.325	
2.43821	1.233	123.33	
2.6549	1.233	123.335	
2.7706	1.233	123.34	
2.60441	1.233	123.345	
2.46135	1.233	123.35	
2.5434	1.233	123.355	
2.61493	1.233	123.36	
2.4887	1.233	123.365	
2.44663	1.233	123.37	
2.58547	1.233	123.375	
2.69276	1.233	123.38	
2.57285	1.233	123.385	
2.47398	1.233	123.39	
2.54971	1.233	123.395	
2.62124	1.233	123.4	
2.50133	1.234	123.405	
2.44663	1.234	123.41	
2.59599	1.234	123.415	
2.67383	1.234	123.42	
2.53078	1.234	123.425	
2.44242	1.234	123.43	
2.56864	1.234	123.435	
2.64017	1.234	123.44	
2.52236	1.234	123.445	
2.45715	1.234	123.45	
2.58968	1.234	123.455	
2.66752	1.234	123.46	
2.55392	1.234	123.465	
2.4845	1.234	123.47	
2.58547	1.234	123.475	
2.6549	1.234	123.48	
2.52867	1.234	123.485	
2.4319	1.234	123.49	
2.53288	1.234	123.495	
2.61072	1.234	123.5	
2.50974	1.235	123.505	
2.47398	1.235	123.51	
2.62545	1.235	123.515	
2.68435	1.235	123.52	
2.53288	1.235	123.525	
2.46135	1.235	123.53	
2.58127	1.235	123.535	
2.62545	1.235	123.54	
2.4866	1.235	123.545	
2.41718	1.235	123.55	
2.55392	1.235	123.555	
2.63596	1.235	123.56	
2.52867	1.235	123.565	
2.47187	1.235	123.57	
2.60862	1.235	123.575	
2.66542	1.235	123.58	
2.54971	1.235	123.585	
2.48239	1.235	123.59	
2.56233	1.235	123.595	
2.59599	1.235	123.6	
2.49081	1.236	123.605	
2.45084	1.236	123.61	
2.63596	1.236	123.615	
2.70539	1.236	123.62	
2.55181	1.236	123.625	
2.46556	1.236	123.63	
2.55602	1.236	123.635	
2.60862	1.236	123.64	
2.47608	1.236	123.645	
2.43821	1.236	123.65	
2.61282	1.236	123.655	
2.69487	1.236	123.66	
2.56233	1.236	123.665	
2.4866	1.236	123.67	
2.57285	1.236	123.675	
2.57916	1.236	123.68	
2.46556	1.236	123.685	
2.41297	1.236	123.69	
2.56864	1.236	123.695	
2.66121	1.236	123.7	
2.56654	1.237	123.705	
2.57916	1.237	123.71	
2.74746	1.237	123.715	
2.78743	1.237	123.72	
2.53499	1.237	123.725	
2.3751	1.237	123.73	
2.46977	1.237	123.735	
2.51184	1.237	123.74	
2.43401	1.237	123.745	
2.49712	1.237	123.75	
2.7117	1.237	123.755	
2.76639	1.237	123.76	
2.60862	1.237	123.765	
2.49922	1.237	123.77	
2.56654	1.237	123.775	
2.57916	1.237	123.78	
2.4298	1.237	123.785	
2.4298	1.237	123.79	
2.61282	1.237	123.795	
2.69276	1.237	123.8	
2.58127	1.238	123.805	
2.53288	1.238	123.81	
2.68225	1.238	123.815	
2.68435	1.238	123.82	
2.45715	1.238	123.825	
2.38562	1.238	123.83	
2.56864	1.238	123.835	
2.66331	1.238	123.84	
2.5455	1.238	123.845	
2.49291	1.238	123.85	
2.63176	1.238	123.855	
2.65279	1.238	123.86	
2.45715	1.238	123.865	
2.39404	1.238	123.87	
2.55602	1.238	123.875	
2.64438	1.238	123.88	
2.56654	1.238	123.885	
2.5455	1.238	123.89	
2.67383	1.238	123.895	
2.68645	1.238	123.9	
2.51395	1.239	123.905	
2.45715	1.239	123.91	
2.62545	1.239	123.915	
2.68645	1.239	123.92	
2.52447	1.239	123.925	
2.46556	1.239	123.93	
2.64438	1.239	123.935	
2.7117	1.239	123.94	
2.51395	1.239	123.945	
2.41718	1.239	123.95	
2.54971	1.239	123.955	
2.58127	1.239	123.96	
2.46556	1.239	123.965	
2.4319	1.239	123.97	
2.59389	1.239	123.975	
2.69487	1.239	123.98	
2.55813	1.239	123.985	
2.50764	1.239	123.99	
2.61493	1.239	123.995	
2.64648	1.239	124	
2.51184	1.24	124.005	
2.50553	1.24	124.01	
2.70749	1.24	124.015	
2.76219	1.24	124.02	
2.57285	1.24	124.025	
2.51184	1.24	124.03	
2.62334	1.24	124.035	
2.64438	1.24	124.04	
2.45084	1.24	124.045	
2.39193	1.24	124.05	
2.58337	1.24	124.055	
2.67804	1.24	124.06	
2.55392	1.24	124.065	
2.4866	1.24	124.07	
2.61703	1.24	124.075	
2.66962	1.24	124.08	
2.51605	1.24	124.085	
2.44032	1.24	124.09	
2.59179	1.24	124.095	
2.66121	1.24	124.1	
2.54971	1.241	124.105	
2.5434	1.241	124.11	
2.69487	1.241	124.115	
2.73694	1.241	124.12	
2.52447	1.241	124.125	
2.44032	1.241	124.13	
2.58337	1.241	124.135	
2.67804	1.241	124.14	
2.5413	1.241	124.145	
2.52236	1.241	124.15	
2.66962	1.241	124.155	
2.69908	1.241	124.16	
2.49081	1.241	124.165	
2.36248	1.241	124.17	
2.49081	1.241	124.175	
2.59599	1.241	124.18	
2.50974	1.241	124.185	
2.48239	1.241	124.19	
2.64227	1.241	124.195	
2.73273	1.241	124.2	
2.58547	1.242	124.205	
2.50343	1.242	124.21	
2.64859	1.242	124.215	
2.69487	1.242	124.22	
2.52026	1.242	124.225	
2.47187	1.242	124.23	
2.66121	1.242	124.235	
2.75588	1.242	124.24	
2.57075	1.242	124.245	
2.45925	1.242	124.25	
2.56864	1.242	124.255	
2.60651	1.242	124.26	
2.44032	1.242	124.265	
2.38141	1.242	124.27	
2.54971	1.242	124.275	
2.67593	1.242	124.28	
2.58127	1.242	124.285	
2.51605	1.242	124.29	
2.60862	1.242	124.295	
2.66962	1.242	124.3	
2.52867	1.243	124.305	
2.47187	1.243	124.31	
2.67173	1.243	124.315	
2.78533	1.243	124.32	
2.60441	1.243	124.325	
2.52026	1.243	124.33	
2.64648	1.243	124.335	
2.68645	1.243	124.34	
2.4845	1.243	124.345	
2.36669	1.243	124.35	
2.53288	1.243	124.355	
2.64648	1.243	124.36	
2.54971	1.243	124.365	
2.51395	1.243	124.37	
2.6549	1.243	124.375	
2.73905	1.243	124.38	
2.55392	1.243	124.385	
2.46135	1.243	124.39	
2.56444	1.243	124.395	
2.63386	1.243	124.4	
2.51816	1.244	124.405	
2.4887	1.244	124.41	
2.68014	1.244	124.415	
2.78533	1.244	124.42	
2.60651	1.244	124.425	
2.4845	1.244	124.43	
2.61072	1.244	124.435	
2.64859	1.244	124.44	
2.46135	1.244	124.445	
2.38983	1.244	124.45	
2.56444	1.244	124.455	
2.67804	1.244	124.46	
2.5434	1.244	124.465	
2.50764	1.244	124.47	
2.6591	1.244	124.475	
2.71591	1.244	124.48	
2.5413	1.244	124.485	
2.41928	1.244	124.49	
2.55602	1.244	124.495	
2.66331	1.244	124.5	
2.55602	1.245	124.505	
2.50553	1.245	124.51	
2.68856	1.245	124.515	
2.76219	1.245	124.52	
2.54761	1.245	124.525	
2.44873	1.245	124.53	
2.6002	1.245	124.535	
2.67383	1.245	124.54	
2.49712	1.245	124.545	
2.4319	1.245	124.55	
2.61282	1.245	124.555	
2.72853	1.245	124.56	
2.60441	1.245	124.565	
2.52026	1.245	124.57	
2.66752	1.245	124.575	
2.7117	1.245	124.58	
2.52026	1.245	124.585	
2.38772	1.245	124.59	
2.52236	1.245	124.595	
2.6549	1.245	124.6	
2.58547	1.246	124.605	
2.57075	1.246	124.61	
2.71591	1.246	124.615	
2.74746	1.246	124.62	
2.5413	1.246	124.625	
2.41507	1.246	124.63	
2.56233	1.246	124.635	
2.63386	1.246	124.64	
2.51605	1.246	124.645	
2.46135	1.246	124.65	
2.64859	1.246	124.655	
2.72222	1.246	124.66	
2.57075	1.246	124.665	
2.45504	1.246	124.67	
2.56023	1.246	124.675	
2.63596	1.246	124.68	
2.51816	1.246	124.685	
2.45084	1.246	124.69	
2.58758	1.246	124.695	
2.67593	1.246	124.7	
2.57496	1.247	124.705	
2.53288	1.247	124.71	
2.68435	1.247	124.715	
2.75377	1.247	124.72	
2.57916	1.247	124.725	
2.47398	1.247	124.73	
2.5981	1.247	124.735	
2.66331	1.247	124.74	
2.53288	1.247	124.745	
2.48029	1.247	124.75	
2.64648	1.247	124.755	
2.73484	1.247	124.76	
2.58337	1.247	124.765	
2.49922	1.247	124.77	
2.59599	1.247	124.775	
2.63386	1.247	124.78	
2.49712	1.247	124.785	
2.4298	1.247	124.79	
2.58547	1.247	124.795	
2.69697	1.247	124.8	
2.61072	1.248	124.805	
2.55181	1.248	124.81	
2.68856	1.248	124.815	
2.76008	1.248	124.82	
2.57496	1.248	124.825	
2.4845	1.248	124.83	
2.58547	1.248	124.835	
2.67173	1.248	124.84	
2.5434	1.248	124.845	
2.50974	1.248	124.85	
2.64859	1.248	124.855	
2.69066	1.248	124.86	
2.53499	1.248	124.865	
2.44032	1.248	124.87	
2.55181	1.248	124.875	
2.61493	1.248	124.88	
2.49501	1.248	124.885	
2.45715	1.248	124.89	
2.62545	1.248	124.895	
2.72011	1.248	124.9	
2.61913	1.249	124.905	
2.55181	1.249	124.91	
2.68856	1.249	124.915	
2.73273	1.249	124.92	
2.53499	1.249	124.925	
2.44242	1.249	124.93	
2.57075	1.249	124.935	
2.63386	1.249	124.94	
2.51395	1.249	124.945	
2.45084	1.249	124.95	
2.5981	1.249	124.955	
2.66962	1.249	124.96	
2.54761	1.249	124.965	
2.47398	1.249	124.97	
2.61072	1.249	124.975	
2.68014	1.249	124.98	
2.56654	1.249	124.985	
2.52867	1.249	124.99	
2.67593	1.249	124.995	
2.74746	1.249	125	
2.61493	1.25	125.005	
2.52447	1.25	125.01	
2.65279	1.25	125.015	
2.68645	1.25	125.02	
2.50974	1.25	125.025	
2.43821	1.25	125.03	
2.61493	1.25	125.035	
2.70749	1.25	125.04	
2.55813	1.25	125.045	
2.46977	1.25	125.05	
2.60441	1.25	125.055	
2.68225	1.25	125.06	
2.53078	1.25	125.065	
2.48239	1.25	125.07	
2.61703	1.25	125.075	
2.72011	1.25	125.08	
2.61493	1.25	125.085	
2.5455	1.25	125.09	
2.64438	1.25	125.095	
2.67593	1.25	125.1	
2.51184	1.251	125.105	
2.44663	1.251	125.11	
2.62965	1.251	125.115	
2.73063	1.251	125.12	
2.56654	1.251	125.125	
2.4845	1.251	125.13	
2.6549	1.251	125.135	
2.70118	1.251	125.14	
2.52026	1.251	125.145	
2.39824	1.251	125.15	
2.57075	1.251	125.155	
2.68014	1.251	125.16	
2.58337	1.251	125.165	
2.51184	1.251	125.17	
2.6549	1.251	125.175	
2.71801	1.251	125.18	
2.56654	1.251	125.185	
2.46977	1.251	125.19	
2.58758	1.251	125.195	
2.6591	1.251	125.2	
2.5434	1.252	125.205	
2.52867	1.252	125.21	
2.72222	1.252	125.215	
2.7706	1.252	125.22	
2.57916	1.252	125.225	
2.45925	1.252	125.23	
2.58337	1.252	125.235	
2.62965	1.252	125.24	
2.49712	1.252	125.245	
2.46556	1.252	125.25	
2.66542	1.252	125.255	
2.7685	1.252	125.26	
2.62545	1.252	125.265	
2.53288	1.252	125.27	
2.61493	1.252	125.275	
2.65069	1.252	125.28	
2.47818	1.252	125.285	
2.41297	1.252	125.29	
2.56864	1.252	125.295	
2.68225	1.252	125.3	
2.60441	1.253	125.305	
2.54761	1.253	125.31	
2.71591	1.253	125.315	
2.73063	1.253	125.32	
2.53288	1.253	125.325	
2.4319	1.253	125.33	
2.59599	1.253	125.335	
2.69908	1.253	125.34	
2.56864	1.253	125.345	
2.53709	1.253	125.35	
2.66752	1.253	125.355	
2.72432	1.253	125.36	
2.53499	1.253	125.365	
2.43611	1.253	125.37	
2.57706	1.253	125.375	
2.63176	1.253	125.38	
2.53078	1.253	125.385	
2.48239	1.253	125.39	
2.62755	1.253	125.395	
2.73484	1.253	125.4	
2.59389	1.254	125.405	
2.55392	1.254	125.41	
2.72011	1.254	125.415	
2.7685	1.254	125.42	
2.58968	1.254	125.425	
2.49712	1.254	125.43	
2.64859	1.254	125.435	
2.72642	1.254	125.44	
2.57916	1.254	125.445	
2.49081	1.254	125.45	
2.62545	1.254	125.455	
2.69908	1.254	125.46	
2.54971	1.254	125.465	
2.48239	1.254	125.47	
2.60441	1.254	125.475	
2.70328	1.254	125.48	
2.57496	1.254	125.485	
2.50553	1.254	125.49	
2.62755	1.254	125.495	
2.67804	1.254	125.5	
2.57075	1.255	125.505	
2.50764	1.255	125.51	
2.69487	1.255	125.515	
2.79164	1.255	125.52	
2.62755	1.255	125.525	
2.52026	1.255	125.53	
2.64227	1.255	125.535	
2.67593	1.255	125.54	
2.51395	1.255	125.545	
2.41718	1.255	125.55	
2.55181	1.255	125.555	
2.66121	1.255	125.56	
2.55181	1.255	125.565	
2.50974	1.255	125.57	
2.64017	1.255	125.575	
2.70959	1.255	125.58	
2.57285	1.255	125.585	
2.49922	1.255	125.59	
2.6002	1.255	125.595	
2.64438	1.255	125.6	
2.5413	1.256	125.605	
2.49081	1.256	125.61	
2.69276	1.256	125.615	
2.79585	1.256	125.62	
2.63386	1.256	125.625	
2.55392	1.256	125.63	
2.6591	1.256	125.635	
2.68014	1.256	125.64	
2.48239	1.256	125.645	
2.40455	1.256	125.65	
2.57706	1.256	125.655	
2.69276	1.256	125.66	
2.57706	1.256	125.665	
2.5434	1.256	125.67	
2.68014	1.256	125.675	
2.73694	1.256	125.68	
2.57916	1.256	125.685	
2.50553	1.256	125.69	
2.61913	1.256	125.695	
2.68225	1.256	125.7	
2.57916	1.257	125.705	
2.5434	1.257	125.71	
2.74115	1.257	125.715	
2.77902	1.257	125.72	
2.57496	1.257	125.725	
2.47187	1.257	125.73	
2.62124	1.257	125.735	
2.69487	1.257	125.74	
2.51184	1.257	125.745	
2.46346	1.257	125.75	
2.64017	1.257	125.755	
2.73484	1.257	125.76	
2.58968	1.257	125.765	
2.51605	1.257	125.77	
2.65279	1.257	125.775	
2.70328	1.257	125.78	
2.55392	1.257	125.785	
2.47608	1.257	125.79	
2.63176	1.257	125.795	
2.70539	1.257	125.8	
2.56864	1.258	125.805	
2.53288	1.258	125.81	
2.70328	1.258	125.815	
2.77481	1.258	125.82	
2.56023	1.258	125.825	
2.47187	1.258	125.83	
2.63807	1.258	125.835	
2.72011	1.258	125.84	
2.57496	1.258	125.845	
2.49712	1.258	125.85	
2.68645	1.258	125.855	
2.76008	1.258	125.86	
2.59179	1.258	125.865	
2.49712	1.258	125.87	
2.62965	1.258	125.875	
2.68435	1.258	125.88	
2.53078	1.258	125.885	
2.45294	1.258	125.89	
2.6002	1.258	125.895	
2.7138	1.258	125.9	
2.61072	1.259	125.905	
2.58127	1.259	125.91	
2.7685	1.259	125.915	
2.84423	1.259	125.92	
2.64227	1.259	125.925	
2.51605	1.259	125.93	
2.62965	1.259	125.935	
2.6591	1.259	125.94	
2.4887	1.259	125.945	
2.41507	1.259	125.95	
2.5981	1.259	125.955	
2.70328	1.259	125.96	
2.55602	1.259	125.965	
2.50343	1.259	125.97	
2.67383	1.259	125.975	
2.77481	1.259	125.98	
2.60441	1.259	125.985	
2.49291	1.259	125.99	
2.61282	1.259	125.995	
2.69487	1.259	126	
2.57075	1.26	126.005	
2.50343	1.26	126.01	
2.66752	1.26	126.015	
2.76639	1.26	126.02	
2.62124	1.26	126.025	
2.52657	1.26	126.03	
2.63807	1.26	126.035	
2.69908	1.26	126.04	
2.5413	1.26	126.045	
2.45925	1.26	126.05	
2.62124	1.26	126.055	
2.71801	1.26	126.06	
2.60651	1.26	126.065	
2.50974	1.26	126.07	
2.63596	1.26	126.075	
2.70328	1.26	126.08	
2.56023	1.26	126.085	
2.47818	1.26	126.09	
2.6023	1.26	126.095	
2.70539	1.26	126.1	
2.62124	1.261	126.105	
2.59599	1.261	126.11	
2.76219	1.261	126.115	
2.84002	1.261	126.12	
2.6549	1.261	126.125	
2.51816	1.261	126.13	
2.63386	1.261	126.135	
2.69276	1.261	126.14	
2.54971	1.261	126.145	
2.48239	1.261	126.15	
2.62965	1.261	126.155	
2.71801	1.261	126.16	
2.57706	1.261	126.165	
2.49081	1.261	126.17	
2.61493	1.261	126.175	
2.68014	1.261	126.18	
2.56444	1.261	126.185	
2.50343	1.261	126.19	
2.63596	1.261	126.195	
2.69487	1.261	126.2	
2.57496	1.262	126.205	
2.5434	1.262	126.21	
2.72011	1.262	126.215	
2.80637	1.262	126.22	
2.64438	1.262	126.225	
2.56233	1.262	126.23	
2.69908	1.262	126.235	
2.71591	1.262	126.24	
2.52867	1.262	126.245	
2.43611	1.262	126.25	
2.56654	1.262	126.255	
2.65069	1.262	126.26	
2.55392	1.262	126.265	
2.52026	1.262	126.27	
2.68014	1.262	126.275	
2.76429	1.262	126.28	
2.62334	1.262	126.285	
2.51605	1.262	126.29	
2.59179	1.262	126.295	
2.64648	1.262	126.3	
2.53919	1.263	126.305	
2.52236	1.263	126.31	
2.73063	1.263	126.315	
2.80847	1.263	126.32	
2.64648	1.263	126.325	
2.51395	1.263	126.33	
2.63807	1.263	126.335	
2.66121	1.263	126.34	
2.51184	1.263	126.345	
2.44663	1.263	126.35	
2.64227	1.263	126.355	
2.75377	1.263	126.36	
2.62965	1.263	126.365	
2.56444	1.263	126.37	
2.68645	1.263	126.375	
2.73484	1.263	126.38	
2.57916	1.263	126.385	
2.4866	1.263	126.39	
2.62545	1.263	126.395	
2.70539	1.263	126.4	
2.57706	1.264	126.405	
2.56864	1.264	126.41	
2.75588	1.264	126.415	
2.81057	1.264	126.42	
2.58968	1.264	126.425	
2.50553	1.264	126.43	
2.657	1.264	126.435	
2.74115	1.264	126.44	
2.56444	1.264	126.445	
2.4887	1.264	126.45	
2.64227	1.264	126.455	
2.71801	1.264	126.46	
2.60651	1.264	126.465	
2.53078	1.264	126.47	
2.66331	1.264	126.475	
2.7138	1.264	126.48	
2.57706	1.264	126.485	
2.50133	1.264	126.49	
2.62334	1.264	126.495	
2.71591	1.264	126.5	
2.6002	1.265	126.505	
2.57706	1.265	126.51	
2.76429	1.265	126.515	
2.81268	1.265	126.52	
2.60651	1.265	126.525	
2.50343	1.265	126.53	
2.64227	1.265	126.535	
2.70749	1.265	126.54	
2.54761	1.265	126.545	
2.48029	1.265	126.55	
2.63176	1.265	126.555	
2.72642	1.265	126.56	
2.57285	1.265	126.565	
2.50133	1.265	126.57	
2.64859	1.265	126.575	
2.72432	1.265	126.58	
2.59179	1.265	126.585	
2.52867	1.265	126.59	
2.66542	1.265	126.595	
2.73905	1.265	126.6	
2.61493	1.266	126.605	
2.55813	1.266	126.61	
2.72222	1.266	126.615	
2.7685	1.266	126.62	
2.58968	1.266	126.625	
2.51605	1.266	126.63	
2.66752	1.266	126.635	
2.73273	1.266	126.64	
2.56023	1.266	126.645	
2.49712	1.266	126.65	
2.64017	1.266	126.655	
2.7138	1.266	126.66	
2.56023	1.266	126.665	
2.51184	1.266	126.67	
2.68014	1.266	126.675	
2.7685	1.266	126.68	
2.60862	1.266	126.685	
2.52236	1.266	126.69	
2.62755	1.266	126.695	
2.69487	1.266	126.7	
2.56864	1.267	126.705	
2.54971	1.267	126.71	
2.74956	1.267	126.715	
2.81268	1.267	126.72	
2.62124	1.267	126.725	
2.52657	1.267	126.73	
2.62545	1.267	126.735	
2.69066	1.267	126.74	
2.52657	1.267	126.745	
2.47187	1.267	126.75	
2.6591	1.267	126.755	
2.74956	1.267	126.76	
2.60651	1.267	126.765	
2.52657	1.267	126.77	
2.62965	1.267	126.775	
2.69276	1.267	126.78	
2.54971	1.267	126.785	
2.50133	1.267	126.79	
2.66962	1.267	126.795	
2.77902	1.267	126.8	
2.69066	1.268	126.805	
2.63176	1.268	126.81	
2.7706	1.268	126.815	
2.78533	1.268	126.82	
2.57075	1.268	126.825	
2.45925	1.268	126.83	
2.58547	1.268	126.835	
2.67383	1.268	126.84	
2.55602	1.268	126.845	
2.52236	1.268	126.85	
2.67593	1.268	126.855	
2.74115	1.268	126.86	
2.5981	1.268	126.865	
2.49291	1.268	126.87	
2.6023	1.268	126.875	
2.67804	1.268	126.88	
2.58758	1.268	126.885	
2.55602	1.268	126.89	
2.71591	1.268	126.895	
2.78112	1.268	126.9	
2.657	1.269	126.905	
2.5981	1.269	126.91	
2.73484	1.269	126.915	
2.75798	1.269	126.92	
2.53499	1.269	126.925	
2.42138	1.269	126.93	
2.57706	1.269	126.935	
2.69066	1.269	126.94	
2.58337	1.269	126.945	
2.5455	1.269	126.95	
2.69276	1.269	126.955	
2.76429	1.269	126.96	
2.62334	1.269	126.965	
2.52026	1.269	126.97	
2.61072	1.269	126.975	
2.66542	1.269	126.98	
2.55813	1.269	126.985	
2.55392	1.269	126.99	
2.7117	1.269	126.995	
2.7685	1.269	127	
2.6591	1.27	127.005	
2.58758	1.27	127.01	
2.73905	1.27	127.015	
2.74746	1.27	127.02	
2.54761	1.27	127.025	
2.42349	1.27	127.03	
2.62334	1.27	127.035	
2.70328	1.27	127.04	
2.58127	1.27	127.045	
2.51395	1.27	127.05	
2.67804	1.27	127.055	
2.74746	1.27	127.06	
2.5981	1.27	127.065	
2.50974	1.27	127.07	
2.62965	1.27	127.075	
2.72222	1.27	127.08	
2.58758	1.27	127.085	
2.51395	1.27	127.09	
2.65069	1.27	127.095	
2.73063	1.27	127.1	
2.61282	1.271	127.105	
2.58337	1.271	127.11	
2.74325	1.271	127.115	
